name ra dec
Gaia2961745473787353216 80.56144591261 -22.46439351832
Gaia2924328607759839744 96.02747888919 -24.61616547829
Gaia3164140924231041536 114.40618062018 13.18852608289
Gaia2596616800574068864 339.75798645236 -16.09304445514
Gaia1698804804182780800 218.08936090395 72.66194897331
Gaia6524154695285621632 358.55718343056 -48.58596483955
Gaia4056547996364312576 268.3004584037 -29.55202705875
Gaia6425405185172594944 312.2756154458 -65.69874560791
Gaia4145627336068730880 273.25068792751 -16.23459052037
Gaia1004852236496085632 94.79560900136 60.09244969978
Gaia1709506045913856896 248.56224979816 79.94154295994
Gaia6137674880652988672 197.61272142086 -41.50151272099
Gaia4752237178218107264 42.04748657568 -48.07194791619
Gaia6728535352636760832 282.06619089739 -40.52912130738
Gaia5732162034412560000 137.5152701392 -14.35172743151
Gaia2107379717293290112 284.83489035586 46.96070824128
Gaia6274627575106470272 212.13184926701 -23.67023737254
Gaia4637867726748762112 18.95527511885 -75.94805950066
Gaia6777991076409909632 311.96580625876 -38.08105185015
Gaia3289607643481635328 72.66119026101 8.02111761932
Gaia4146256428518920192 274.01088704678 -14.75696871254
Gaia5676466685222315648 140.88884932858 -20.61226705954
Gaia4551700207371134592 269.36151227802 19.64490947445
Gaia6692034796403525376 298.9224010572 -37.02211678995
Gaia844742349691284480 173.40580351597 55.59119175031
Gaia2911636498364412544 92.8939734131 -26.53404702147
Gaia1057916248199448320 176.47246917796 67.66890140023
Gaia5794663090001794688 237.14361187688 -72.46541012756
Gaia2963371033009574784 84.44448944557 -24.51789713431
Gaia4111915278814426112 255.6635490832 -26.27586814579
Gaia4761996610928416128 76.52783997386 -60.247403532
Gaia4658072219361975936 81.50345291496 -69.50401694809
Gaia6381501617154633344 349.16327661073 -70.28226552752
Gaia6652777932026709504 275.38759294107 -54.00796930132
Gaia1138818657370170112 116.31519868692 79.22008517824
Gaia5495521194807018240 90.39269375345 -58.6993172886
Gaia2238520775537198208 294.02329552373 58.92087513366
Gaia3013014807636363520 81.52401655886 -11.36737531074
Gaia6697831662221245184 301.7411302793 -35.1508096614
Gaia6502408038914486016 347.3280308976 -51.30436001617
Gaia2896846696878762112 94.89911658057 -29.30084216835
Gaia2667722011384061056 325.1596675564 -6.6715492785
Gaia4849364565081997440 52.04722999573 -42.29725336123
Gaia6680789747387853312 307.48334134965 -39.72890284263
Gaia5378805802138793984 174.25312837087 -44.78707344782
Gaia6203161445309172352 222.3692122283 -35.23836197873
Gaia5377699487288245632 177.37876738135 -46.18497453495
Gaia4586286269035063680 273.89621257046 27.76319874575
Gaia5720108711212609024 123.95572992014 -17.37189283955
Gaia365225327155159808 8.74430944724 34.55476806458
Gaia6162158118385228032 201.21828422332 -39.30923047065
Gaia4055655948861557248 267.62940987415 -31.70827484046
Gaia6850213287954507904 301.33627806396 -25.86240483781
Gaia1434905967518876288 264.29953995796 59.78344143739
Gaia71784438415554560 55.52775582969 28.2262973883
Gaia4655401058883222528 71.91800127957 -69.34442116831
Gaia4832424286353768320 55.58865023074 -50.43786453213
Gaia5560574689321675136 110.57764169192 -42.10130856916
Gaia3324926533949199488 94.9561642938 6.71036119634
Gaia6561274654515300864 330.16863594887 -47.3779245148
Gaia2150412476395511040 270.66554208828 56.62750480832
Gaia5347584482288968064 167.80134913171 -53.05447886567
Gaia5264717825642117632 91.58675757383 -75.03162456718
Gaia1908528095904037504 335.84242361825 38.25848042048
Gaia4703150576812627840 5.41355818021 -69.07474359754
Gaia4496794990427634048 269.54001280132 13.87328281771
Gaia3538872152179187968 167.99981111672 -22.23379591047
Gaia5387039494962881792 167.43332553145 -45.12687949462
Gaia13038666012945408 53.03753858568 10.19392173271
Gaia6229245400173701120 224.65973480873 -24.49393702448
Gaia6520439960890220544 336.48215545815 -45.25134791135
Gaia335060676619618304 39.03802722684 39.82005720446
Gaia1616751829110619904 229.40434738059 62.90223229856
Gaia6149473465052613376 181.59172072622 -40.3106490761
Gaia6476350674191301760 315.9882032284 -52.90037345704
Gaia4632948030688838400 40.24745861319 -77.95607433343
Gaia6157664998477408128 187.3082579695 -36.01639170995
Gaia6490698892912663168 348.27632079403 -60.02318435669
Gaia4080426811923170176 287.43638969295 -23.5780478417
Gaia6285319256238805760 219.23648523399 -17.36252579952
Gaia2860140149721834496 1.81142891687 28.41046723987
Gaia6900151044502458240 310.52118901915 -12.78959866517
Gaia6466115320447854080 319.91710119228 -52.2917697912
Gaia5037754470772601216 25.52720390275 -25.31397427287
Gaia6138341871891521664 199.20712917357 -39.62047178192
Gaia2255483319375772288 282.81069360269 66.10581921128
Gaia5946740735118874752 264.37804780283 -50.19378689957
Gaia4093849473779713792 272.47054338577 -21.48382866174
Gaia3095112622166052736 119.6712615972 3.86104255412
Gaia5729601344844925056 136.83658020161 -16.55514680138
Gaia50755930639724800 57.18969823627 18.78581484744
Gaia4063274602327741440 271.82667444423 -26.68583491113
Gaia5098948344467602944 51.4554233465 -22.21129875048
Gaia1306972498227099904 253.59913438579 27.25901369707
Gaia6686787858195402368 299.7355997423 -42.37513974626
Gaia6124168892133742976 211.89506574317 -32.44536868541
Gaia5451907107586817664 165.11930656181 -31.83312874503
Gaia4041291929029330176 265.86481573816 -35.28033615015
Gaia6110158365220842880 212.68785472883 -41.21497667834
Gaia5115175967862562560 55.13884606888 -12.23651528378
Gaia1691856444746336256 197.26304652568 75.42179301316
Gaia4717341805888177408 21.91399661149 -58.72098008027
Gaia5217165841824405248 133.10494680122 -74.14274014957
Gaia5702616168404590336 130.48402649114 -21.54648391786
Gaia1866689578231351552 314.46226507899 34.81663603153
Gaia1347364608357976960 263.4706666016 41.84273495022
Gaia2301713660153051392 288.67606129298 82.65617090474
Gaia4095358626512487296 271.89237865983 -18.97282750002
Gaia4790691772766056960 69.63565101979 -43.80942350952
Gaia2386528234772065792 349.8364687283 -20.8141231947
Gaia1655890968429533312 268.92013081814 75.54672491438
Gaia6637341652064631808 280.62880017647 -57.79687059123
Gaia2892099864663197312 97.47469716765 -32.79180303434
Gaia4658619398114429952 82.74279078833 -67.69995505962
Gaia3149597580851027456 113.86295410133 10.08640956742
Gaia5145116734638315776 33.41005343021 -15.96453827423
Gaia2990075967127389952 79.51194897504 -10.69939201562
Gaia5072780036446317824 45.46492818229 -26.79841857829
Gaia2891991940724694144 97.22621580616 -33.13412160154
Gaia5078076276582448512 45.57708267371 -22.96672536083
Gaia3581544537753558656 181.66140015964 -10.15897654124
Gaia6715612620667424256 286.43273384655 -41.96936643996
Gaia869751428860787584 109.74197622545 24.42790951919
Gaia4833148830157057024 56.88701529289 -48.14912093387
Gaia4893406637204596352 70.63086106707 -25.67741735165
Gaia4057431071696681344 267.78722293038 -28.52304150782
Gaia6232054897196214784 224.4472718129 -22.00237412806
Gaia5807415363296520704 253.69271085265 -72.00555285602
Gaia6086464920435928960 196.43176378633 -46.04530857071
Gaia6169368853078410752 202.48988631247 -32.76186774885
Gaia6850244555316740480 301.35385950803 -25.62179664606
Gaia5581424457738324992 96.58484056579 -35.60847868935
Gaia6677341296670496128 314.87379723314 -41.73832150766
Gaia5941278086505726336 249.34552643985 -47.43149742364
Gaia6880646876460438528 302.8759453945 -11.59904913607
Gaia4627133989295427200 57.29053786879 -76.67047632426
Gaia3084996947692341376 115.223504577 -1.96734283949
Gaia4616605611408877952 12.1277247879 -85.08936061467
Gaia6706590814233958016 275.36368911021 -48.4436051601
Gaia5569774096953598464 99.32685048287 -41.18427690959
Gaia4954143247206336256 27.45523240413 -46.6912389319
Gaia4790370371773437056 70.7429606481 -45.10046934497
Gaia4391097155238205312 255.75603181186 3.09146797183
Gaia2903934213252843008 86.16829340099 -29.92173920148
Gaia4062603522291785984 268.85878504536 -28.8240163865
Gaia4055476522282697088 264.29469751876 -30.3713303536
Gaia4869921790389308032 62.39783462301 -35.48023142044
Gaia2119747642555740416 281.53137591392 48.33358124568
Gaia4752839293977064960 39.57656882373 -47.60831771255
Gaia6475066547688991872 306.41606089322 -52.3147953777
Gaia1454784420495427072 205.55563369584 28.38349943852
Gaia3087406871020557824 119.28269254851 1.15808668749
Gaia6695150636260854784 306.31321856872 -36.12800609973
Gaia6293897817757818752 208.4505100698 -18.50993901367
Gaia3569345426178902656 183.09488767614 -15.56772368459
Gaia338514242643243136 38.99017310743 41.64432297842
Gaia4946839771282123392 40.0383744486 -43.43781994473
Gaia5690221025930111616 143.79057977483 -12.50732673588
Gaia1890200336579001728 343.26339761347 32.8796939535
Gaia6494588002978860032 356.59539738458 -58.61932116444
Gaia1635087628612723584 253.59002782067 65.62794475353
Gaia1646748494885130240 240.88166028209 69.02713428655
Gaia2117239695191477376 279.2348720742 44.54369151926
Gaia864889968261357568 113.3072815457 20.75484796182
Gaia6461579976717230720 325.02031238918 -55.30227289375
Gaia1644346787828620544 230.44166581189 65.88395754692
Gaia6894120665604678144 322.2296339292 -9.54929929771
Gaia3158897185778291712 105.2695657911 10.69023091653
Gaia4041483239833138944 267.62706091071 -34.7297204888
Gaia1918881715865950976 353.95270678615 37.35038513784
Gaia5365880493202666752 155.87793510052 -46.01847094414
Gaia4062582494124065152 269.40301477417 -28.72915457813
Gaia6358568892679736576 333.65695706392 -74.59039763387
Gaia3144530588890797952 119.44463654138 7.68773904233
Gaia4062625546899464704 268.95683931506 -28.57718789879
Gaia3329152571313608576 94.28289950386 9.80877811343
Gaia1907970334271468416 338.95253673454 38.4179992538
Gaia78225618047198976 29.70065239443 15.37056298188
Gaia1145300312775086720 131.77274862411 81.56716349291
